TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
ADGRF4	ADGRF4	All Probes	RNA	Endogenous	02	0.901303266896785	0
PTGIS	PTGIS	All Probes;Metabolism of vitamins and cofactors;Metabolism of lipids	RNA	Endogenous	02	0.65328139797592	0
COL19A1	COL19A1	All Probes;Extracellular matrix organization	RNA	Endogenous	02	0.80151796438554	0
KBTBD11	KBTBD11	All Probes	RNA	Endogenous	02	0.867706491778479	0
HLF	HLF	All Probes	RNA	Endogenous	02	0.314947822757051	0
MMP25	MMP25	All Probes;Neutrophil degranulation;Extracellular matrix organization	RNA	Endogenous	02	0.868629060076322	0
FCGBP	FCGBP	All Probes	RNA	Endogenous	02	0.305286580793044	0
HPGDS	HPGDS	All Probes;Metabolism of lipids	RNA	Endogenous	02	0.826399661237794	0
PCDH9	PCDH9	All Probes	RNA	Endogenous	02	0.900591852626522	0
PLEKHG7	PLEKHG7	All Probes	RNA	Endogenous	02	0.825351574568908	0
CFH	CFH	All Probes;Complement cascade	RNA	Endogenous	02	0.747530061476424	0
COL15A1	COL15A1	All Probes;Extracellular matrix organization	RNA	Endogenous	02	0.606599506882995	0
CLEC4D	CLEC4D	All Probes;Neutrophil degranulation;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.920250079638646	0
DKK3	DKK3	All Probes	RNA	Endogenous	02	0.709202817360919	0
CA4	CA4	All Probes;Transport of small molecules	RNA	Endogenous	02	0.914430694080046	0
ARHGAP31	ARHGAP31	All Probes;Signaling by Rho GTPases	RNA	Endogenous	02	0.468566889179404	0.2
ANK3	ANK3	All Probes;Post-translational protein modification;Vesicle-mediated transport;Axon guidance	RNA	Endogenous	02	0.589673476286989	0
C9orf152	C9orf152	All Probes	RNA	Endogenous	02	0.363894817381548	0
TPSD1	TPSD1	All Probes	RNA	Endogenous	02	0.741045543935256	0
CMTM2	CMTM2	All Probes	RNA	Endogenous	02	0.882749597252169	0
ALPI	ALPI	All Probes;Post-translational protein modification;Metabolism of lipids	RNA	Endogenous	02	0.900570968748896	0
SLC1A3	SLC1A3	All Probes;Transport of small molecules;Neuronal System	RNA	Endogenous	02	0.710410068123266	0
MMP2	MMP2	All Probes;Signaling by Nuclear Receptors;Interleukin-4 and Interleukin-13 signaling;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.667583234207292	0
HAVCR1	HAVCR1	All Probes	RNA	Endogenous	02	0.903710501473021	0
FOLR2	FOLR2	All Probes;Metabolism of vitamins and cofactors;Post-translational protein modification	RNA	Endogenous	02	0.721422756885347	0
ALPL	ALPL	All Probes;Post-translational protein modification	RNA	Endogenous	02	0.132107733796968	0
NegProbe-CTP01	NegProbe-CTP01	All Probes	RNA	Negative	02	1	0
APOC1	APOC1	All Probes;Signaling by Nuclear Receptors;Transport of small molecules	RNA	Endogenous	02	0.541476389518328	0.4
BHLHA15	BHLHA15	All Probes	RNA	Endogenous	02	0.819517244304809	0.2
CD248	CD248	All Probes	RNA	Endogenous	02	0.802143254474827	0
CD8B	CD8B	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.833863761385601	0
CDKN1C	CDKN1C	All Probes;Cell Cycle	RNA	Endogenous	02	0.82118101125857	0
CKB	CKB	All Probes;Metabolism of amino acids and derivatives	RNA	Endogenous	02	0.257615306122676	0
DOK7	DOK7	All Probes	RNA	Endogenous	02	0.851598015956916	0
EBF1	EBF1	All Probes;Transcriptional regulation of white adipocyte differentiation	RNA	Endogenous	02	0.631142611229576	0
FCGR1CP	FCGR1CP	All Probes	RNA	Endogenous	02	0.769225845745009	0
FCGR3A	FCGR3A	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.497339271397878	0
GDAP1	GDAP1	All Probes;Protein localization	RNA	Endogenous	02	0.660049531426163	0
HLA-DQB2	HLA-DQB2	All Probes;TCR signaling;MHC class II antigen presentation;Costimulation by the CD28 family;Interferon Signaling	RNA	Endogenous	02	0.628138110779918	0
IL6ST	IL6ST	All Probes;Interleukin-6 family signaling;MAPK family signaling cascades;Interleukin-12 family signaling	RNA	Endogenous	02	0.80857460881781	0
KIR2DL1	KIR2DL1	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.893669121538667	0
KIR2DS2	KIR2DS2	All Probes;DAP12 interactions;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.901283535436263	0
KIR3DL2	KIR3DL2	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.896257752088885	0
KLRC3	KLRC3	All Probes	RNA	Endogenous	02	0.796618745276684	0
KLRK1	KLRK1	All Probes;DAP12 interactions;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.677810171345984	0
KRT5	KRT5	All Probes;Cell-Cell communication;Formation of the cornified envelope	RNA	Endogenous	02	0.828836794284254	0
KRT86	KRT86	All Probes;Formation of the cornified envelope	RNA	Endogenous	02	0.798919293078067	0
MADCAM1	MADCAM1	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	02	0.867519962466204	0
MGAM	MGAM	All Probes;Neutrophil degranulation	RNA	Endogenous	02	0.914503733464651	0
MIR650	MIR650	All Probes	RNA	Endogenous	02	0.37028230939244	0
MS4A4A	MS4A4A	All Probes	RNA	Endogenous	02	0.765004693259201	0
MT1B	MT1B	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.906455942109318	0
MT1E	MT1E	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.7025727694721	0
MT1G	MT1G	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.827826314541485	0
MT1M	MT1M	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.594159325149556	0
MT1X	MT1X	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.721401109118454	0
MT2A	MT2A	All Probes;Cellular responses to external stimuli;Interferon Signaling	RNA	Endogenous	02	0.66452929384414	0
RNASE2	RNASE2	All Probes;Neutrophil degranulation	RNA	Endogenous	02	0.88963625406579	0
RP11-291B21	RP11-291B21	All Probes	RNA	Endogenous	02	0.91228633218321	0
RP11-342D11	RP11-342D11	All Probes	RNA	Endogenous	02	0.910512233051853	0
RP3-477M7.5	RP3-477M7.5	All Probes	RNA	Endogenous	02	0.822846563956839	0
SCT	SCT	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.607309178582627	0.4
SIGLEC7	SIGLEC7	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.931802960832397	0
SIRPG	SIRPG	All Probes;Cell-Cell communication;Cell surface interactions at the vascular wall	RNA	Endogenous	02	0.823189170210141	0
TNXB	TNXB	All Probes;Extracellular matrix organization	RNA	Endogenous	02	0.813306085714933	0
TPSAB1	TPSAB1	All Probes;Extracellular matrix organization	RNA	Endogenous	02	0.52906776558344	0
TRGJP2	TRGJP2	All Probes	RNA	Endogenous	02	0.762173037522501	0
TUBB2B	TUBB2B	All Probes;Cell Cycle;Organelle biogenesis and maintenance;Signaling by Rho GTPases;MHC class II antigen presentation;Cellular responses to external stimuli;Post-translational protein modification;Signaling by Hedgehog;Factors involved in megakaryocyte development and platelet production;Neuronal System;Vesicle-mediated transport;Axon guidance;Chaperonin-mediated protein folding	RNA	Endogenous	02	0.572134254330662	0
ZNF860	ZNF860	All Probes	RNA	Endogenous	02	0.850658181930619	0
C1orf43	C1orf43	All Probes	RNA	Control	01	0.53429083259756	0.111111111111111
GPI	GPI	All Probes;Neutrophil degranulation;Transcriptional Regulation by TP53;Metabolism of carbohydrates	RNA	Control	01	0.600964593236436	0.2
OAZ1	OAZ1	All Probes;Metabolism of amino acids and derivatives	RNA	Control	01	0.734552083282699	0.3
POLR2A	POLR2A	All Probes;RNA Polymerase II Pre-transcription Events;Transcriptional Regulation by TP53;Signaling by Nuclear Receptors;DNA Repair;Diseases of signal transduction;Signaling by FGFR;Metabolism of RNA;RNA polymerase II transcribes snRNA genes	RNA	Control	01	0.700023788865121	0.222222222222222
PSMB2	PSMB2	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Control	01	0.421757550653316	0.2
RAB7A	RAB7A	All Probes;Neutrophil degranulation;MHC class II antigen presentation;Post-translational protein modification;Vesicle-mediated transport	RNA	Control	01	0.706796919013565	0.1
SDHA	SDHA	All Probes;The citric acid (TCA) cycle and respiratory electron transport	RNA	Control	01	0.4493288979287	0
SNRPD3	SNRPD3	All Probes;Metabolism of RNA	RNA	Control	01	0.608451897002162	0.3
TBC1D10B	TBC1D10B	All Probes;Vesicle-mediated transport	RNA	Control	01	0.728486982643599	0
TPM4	TPM4	All Probes;Muscle contraction	RNA	Control	01	0.746058698506303	0
TUBB	TUBB	All Probes;Cell Cycle;Organelle biogenesis and maintenance;Neutrophil degranulation	RNA	Control	01	0.576140716548284	0
UBB	UBB	All Probes;Signaling by ERBB4;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Interleukin-17 signaling;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Protein localization;Signaling by NOTCH;Transcriptional Regulation by TP53;Fc epsilon receptor (FCERI) signaling;DNA Repair;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;Interferon Signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Metabolism of carbohydrates;Class I MHC mediated antigen processing & presentation;Signaling by FGFR;Signaling by TGF-beta family members;Circadian Clock;Interleukin-1 family signaling;Signaling by EGFR;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Transport of small molecules;Signaling by PTK6;Vesicle-mediated transport;Autophagy;Axon guidance;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Programmed Cell Death;Metabolism of RNA;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway;Amyloid fiber formation	RNA	Control	01	0.410800218710332	0.1
A2M	A2M	All Probes;Signaling by Rho GTPases;Transport of small molecules;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	02	0.673157092700937	0
ABCB1	ABCB1	All Probes;Transport of small molecules	RNA	Endogenous	02	0.927816734926896	0
ADM	ADM	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.474165887188863	0
APLNR	APLNR	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.896342921311393	0
AQP9	AQP9	All Probes;Transport of small molecules	RNA	Endogenous	02	0.784242713096686	0
AXL	AXL	All Probes;Signaling by VEGF	RNA	Endogenous	02	0.798499314712161	0
BLK	BLK	All Probes;Transcriptional regulation by RUNX1;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	02	0.551077682924231	0
BMP2	BMP2	All Probes;Transcriptional regulation by RUNX2;Signaling by TGF-beta family members;Extracellular matrix organization	RNA	Endogenous	02	0.83726672117451	0
BMP4	BMP4	All Probes;Post-translational protein modification;Extracellular matrix organization	RNA	Endogenous	02	0.905176274562603	0
BMP5	BMP5	All Probes	RNA	Endogenous	02	0.88041549169112	0
BTLA	BTLA	All Probes;Costimulation by the CD28 family	RNA	Endogenous	02	0.754719328562473	0
C1QA	C1QA	All Probes;Complement cascade	RNA	Endogenous	02	0.56700970105825	0
C1QB	C1QB	All Probes;Complement cascade	RNA	Endogenous	02	0.724541905299167	0
C1S	C1S	All Probes;Complement cascade	RNA	Endogenous	02	0.683167277050997	0
C2	C2	All Probes	RNA	Endogenous	02	0.389687680857507	0
C7	C7	All Probes	RNA	Endogenous	02	0.702473589567162	0
CACNA1D	CACNA1D	All Probes;Muscle contraction;Axon guidance	RNA	Endogenous	02	0.864313081454131	0
CACNA2D1	CACNA2D1	All Probes;Muscle contraction;Neuronal System	RNA	Endogenous	02	0.885749383478082	0
CACNA2D3	CACNA2D3	All Probes;Muscle contraction;Neuronal System	RNA	Endogenous	02	0.859671958739986	0
CCL11	CCL11	All Probes;Interleukin-4 and Interleukin-13 signaling;GPCR ligand binding	RNA	Endogenous	02	0.896263773489835	0
CCL13	CCL13	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.70281174953189	0
CCL17	CCL17	All Probes;GPCR ligand binding	RNA	Endogenous	02	0.523715792040686	0
CCL18	CCL18	All Probes	RNA	Endogenous	02	0.610445229953577	0
CCL19	CCL19	All Probes;Interleukin-10 signaling;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.477384416469772	0
CCL22	CCL22	All Probes;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;GPCR ligand binding	RNA	Endogenous	02	0.564049468217416	0
CCR2	CCR2	All Probes;Interleukin-10 signaling;Antimicrobial peptides;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.843513232061359	0
CCR4	CCR4	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.665387033038557	0
CCR5	CCR5	All Probes;Interleukin-10 signaling;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.856713204670314	0
CCR7	CCR7	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.608754147280908	0
CD160	CD160	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.936821539262866	0
CD163	CD163	All Probes;Vesicle-mediated transport	RNA	Endogenous	02	0.573109246497007	0
CD19	CD19	All Probes;Intracellular signaling by second messengers;Diseases of signal transduction;Signaling by the B Cell Receptor (BCR);Complement cascade;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.641762521950618	0
CD1A	CD1A	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.785382129008794	0
CD1B	CD1B	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.917135231521903	0
CD1C	CD1C	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.929998711439601	0
CD1D	CD1D	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.916691850443469	0
CD1E	CD1E	All Probes	RNA	Endogenous	02	0.885316310564886	0
CD2	CD2	All Probes;Cell surface interactions at the vascular wall	RNA	Endogenous	02	0.736963184237194	0
CD200	CD200	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.841769033820631	0
CD207	CD207	All Probes;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	02	0.638809214405728	0
CD209	CD209	All Probes;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.919505461453795	0
CD22	CD22	All Probes;Signaling by the B Cell Receptor (BCR);Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.576902388851931	0
CD24	CD24	All Probes;Axon guidance	RNA	Endogenous	02	0.202974697372116	0
CD244	CD244	All Probes;Cell surface interactions at the vascular wall	RNA	Endogenous	02	0.937001498364228	0
CD247	CD247	All Probes;TCR signaling;Costimulation by the CD28 family;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.757756095920803	0
CD28	CD28	All Probes;Intracellular signaling by second messengers;Costimulation by the CD28 family;Diseases of signal transduction	RNA	Endogenous	02	0.777454954306698	0
CD34	CD34	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.81855680643158	0
CD36	CD36	All Probes;Transcriptional regulation of white adipocyte differentiation;Neutrophil degranulation;Interleukin-4 and Interleukin-13 signaling;Metabolism of lipids;Class I MHC mediated antigen processing & presentation;Vesicle-mediated transport;Toll-like Receptor Cascades;Platelet activation, signaling and aggregation	RNA	Endogenous	02	0.804093590648106	0
CD37	CD37	All Probes	RNA	Endogenous	02	0.621523687054109	0
CD3D	CD3D	All Probes;TCR signaling;Costimulation by the CD28 family;Vesicle-mediated transport;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.6666412985376	0
CD3G	CD3G	All Probes;TCR signaling;Costimulation by the CD28 family;Vesicle-mediated transport;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.771047856311144	0
CD5	CD5	All Probes	RNA	Endogenous	02	0.810412897423143	0
CD6	CD6	All Probes	RNA	Endogenous	02	0.74036428264341	0
CD7	CD7	All Probes	RNA	Endogenous	02	0.81002426286829	0
CD79A	CD79A	All Probes;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	02	0.502867711888789	0
CD79B	CD79B	All Probes;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	02	0.650120196426099	0
CD80	CD80	All Probes;Intracellular signaling by second messengers;Interleukin-10 signaling;Costimulation by the CD28 family;Diseases of signal transduction	RNA	Endogenous	02	0.888741272463822	0
CDCA8	CDCA8	All Probes;Cell Cycle;Signaling by Rho GTPases;Post-translational protein modification	RNA	Endogenous	02	0.811613498871268	0
CDH11	CDH11	All Probes;Cell-Cell communication	RNA	Endogenous	02	0.798518793916053	0
CDH2	CDH2	All Probes;Cell-Cell communication;Post-translational protein modification	RNA	Endogenous	02	0.921957146247561	0
CDH5	CDH5	All Probes;Signaling by VEGF;Cell-Cell communication	RNA	Endogenous	02	0.826792831204612	0
CEBPA	CEBPA	All Probes;Transcriptional regulation of white adipocyte differentiation;Transcriptional regulation of granulopoiesis	RNA	Endogenous	02	0.231919467995036	0
CFP	CFP	All Probes;Neutrophil degranulation;Post-translational protein modification;Complement cascade	RNA	Endogenous	02	0.940764244946235	0
CHAD	CHAD	All Probes	RNA	Endogenous	02	0.93705956602966	0
CLEC14A	CLEC14A	All Probes	RNA	Endogenous	02	0.856181204429821	0
CLEC4A	CLEC4A	All Probes;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.879547360248631	0
CLEC4C	CLEC4C	All Probes;Neutrophil degranulation;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.93544793649097	0
CLEC4E	CLEC4E	All Probes;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.943154900077508	0
CLEC5A	CLEC5A	All Probes;Neutrophil degranulation;DAP12 interactions	RNA	Endogenous	02	0.878848206369113	0
CLEC6A	CLEC6A	All Probes;C-type lectin receptors (CLRs)	RNA	Endogenous	02	0.934811297775991	0
CLU	CLU	All Probes;Antimicrobial peptides;Complement cascade;Platelet activation, signaling and aggregation	RNA	Endogenous	02	0.700957375625821	0.2
CMA1	CMA1	All Probes;Peptide hormone metabolism;Extracellular matrix organization	RNA	Endogenous	02	0.923961269439758	0
COL1A1	COL1A1	All Probes;Transcriptional regulation by RUNX2;Cell surface interactions at the vascular wall;Vesicle-mediated transport;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	02	0.236137497026043	0
COL1A2	COL1A2	All Probes;Interleukin-4 and Interleukin-13 signaling;Cell surface interactions at the vascular wall;Vesicle-mediated transport;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	02	0.640674540337768	0
COL3A1	COL3A1	All Probes;Signaling by PDGF;Vesicle-mediated transport;Axon guidance;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell;Extracellular matrix organization	RNA	Endogenous	02	0.319420068105776	0
COL4A3	COL4A3	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.52605249998784	0
COL4A4	COL4A4	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.694464423019995	0
COL5A1	COL5A1	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.452754164966741	0
COL5A2	COL5A2	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.610889240527963	0
COL6A3	COL6A3	All Probes;Signaling by PDGF;Axon guidance;Extracellular matrix organization	RNA	Endogenous	02	0.438898256266055	0
COLEC12	COLEC12	All Probes;Vesicle-mediated transport;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	02	0.754170689018232	0
CPA3	CPA3	All Probes;Peptide hormone metabolism	RNA	Endogenous	02	0.606365881331655	0
CR2	CR2	All Probes;Complement cascade	RNA	Endogenous	02	0.386364470555914	0
CSF3R	CSF3R	All Probes;Other interleukin signaling;Transcriptional regulation of granulopoiesis	RNA	Endogenous	02	0.620657965022161	0
CTSG	CTSG	All Probes;Neutrophil degranulation;Antimicrobial peptides;Interleukin-1 family signaling;Peptide hormone metabolism;Extracellular matrix organization	RNA	Endogenous	02	0.660950954348382	0
CTSW	CTSW	All Probes;Platelet activation, signaling and aggregation	RNA	Endogenous	02	0.906656157034463	0
CX3CR1	CX3CR1	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.935318119067843	0
CXCL13	CXCL13	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.422818272113193	0
CXCL14	CXCL14	All Probes	RNA	Endogenous	02	0.106118663391053	0
CXCL3	CXCL3	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.776185856735239	0
CXCR1	CXCR1	All Probes;Neutrophil degranulation;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.930030797425291	0
CXCR2	CXCR2	All Probes;Neutrophil degranulation;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.9404262963111	0
CXCR4	CXCR4	All Probes;Axon guidance;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.620222142367341	0
CXCR5	CXCR5	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.830706943196046	0
DAB2	DAB2	All Probes;Vesicle-mediated transport	RNA	Endogenous	02	0.80535215215288	0
DKK1	DKK1	All Probes;Diseases of signal transduction;Signaling by WNT	RNA	Endogenous	02	0.158894031265822	0
DLL1	DLL1	All Probes;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	02	0.901516496354202	0
DLL4	DLL4	All Probes;Signaling by NOTCH;Diseases of signal transduction	RNA	Endogenous	02	0.914462637563397	0
DPP4	DPP4	All Probes;Peptide hormone metabolism	RNA	Endogenous	02	0.144517216246072	0
DUSP2	DUSP2	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	02	0.809840181816613	0
EGF	EGF	All Probes;Signaling by ERBB4;FLT3 Signaling;Intracellular signaling by second messengers;Signaling by NOTCH;Signaling by Nuclear Receptors;Diseases of signal transduction;MAPK family signaling cascades;Signaling by EGFR;Signaling by PTK6;Vesicle-mediated transport;Platelet activation, signaling and aggregation	RNA	Endogenous	02	0.820859927744984	0
EGR1	EGR1	All Probes;Intracellular signaling by second messengers;Interferon Signaling	RNA	Endogenous	02	0.518447555231207	0
ENG	ENG	All Probes	RNA	Endogenous	02	0.780708749744995	0
EOMES	EOMES	All Probes	RNA	Endogenous	02	0.858367263142674	0
ETS1	ETS1	All Probes;Cellular responses to external stimuli	RNA	Endogenous	02	0.606542233236869	0
ETV1	ETV1	All Probes	RNA	Endogenous	02	0.558191568310668	0
F13A1	F13A1	All Probes;Interleukin-4 and Interleukin-13 signaling;Platelet activation, signaling and aggregation	RNA	Endogenous	02	0.68340743700466	0
FAP	FAP	All Probes	RNA	Endogenous	02	0.755692184966558	0
FCER1A	FCER1A	All Probes;Fc epsilon receptor (FCERI) signaling	RNA	Endogenous	02	0.871652511966188	0
FCER2	FCER2	All Probes;Interleukin-10 signaling;Signaling by NOTCH;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	02	0.593311884696873	0
FCGR3B	FCGR3B	All Probes;Neutrophil degranulation;Post-translational protein modification	RNA	Endogenous	02	0.904628836469641	0
FCN1	FCN1	All Probes;Neutrophil degranulation;Complement cascade	RNA	Endogenous	02	0.729562705937851	0
FCRL2	FCRL2	All Probes	RNA	Endogenous	02	0.774334080118206	0
FEZ1	FEZ1	All Probes	RNA	Endogenous	02	0.937480331644729	0
FGF2	FGF2	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;Interleukin-4 and Interleukin-13 signaling;MAPK family signaling cascades;Signaling by FGFR;Extracellular matrix organization	RNA	Endogenous	02	0.929638709631912	0
FLT1	FLT1	All Probes;Signaling by VEGF	RNA	Endogenous	02	0.855384497914334	0
FLT3	FLT3	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	02	0.884181066834007	0
FN1	FN1	All Probes;FLT3 Signaling;Post-translational protein modification;Diseases of signal transduction;Interleukin-4 and Interleukin-13 signaling;MAPK family signaling cascades;Cell surface interactions at the vascular wall;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	02	0.407930810646402	0
FPR2	FPR2	All Probes;Neutrophil degranulation;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.867747894859265	0
FPR3	FPR3	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	02	0.798393313402332	0
GADD45G	GADD45G	All Probes	RNA	Endogenous	02	0.796166892811176	0
GNG4	GNG4	All Probes;Signaling by Nuclear Receptors;Signaling by WNT;Transport of small molecules;Neuronal System;GPCR ligand binding;Chaperonin-mediated protein folding;GPCR downstream signalling;Platelet activation, signaling and aggregation;Platelet homeostasis	RNA	Endogenous	02	0.933679809335619	0
GNLY	GNLY	All Probes;Antimicrobial peptides	RNA	Endogenous	02	0.886636446362592	0
GZMA	GZMA	All Probes	RNA	Endogenous	02	0.760498256310803	0
GZMH	GZMH	All Probes;Peptide hormone metabolism	RNA	Endogenous	02	0.891580397546346	0
GZMK	GZMK	All Probes	RNA	Endogenous	02	0.679890301996157	0
GZMM	GZMM	All Probes;Complement cascade	RNA	Endogenous	02	0.814785458035781	0
HCK	HCK	All Probes;FLT3 Signaling	RNA	Endogenous	02	0.759619289103825	0
HDC	HDC	All Probes;Metabolism of amino acids and derivatives	RNA	Endogenous	02	0.785481494745187	0
HEY1	HEY1	All Probes;Signaling by NOTCH;Diseases of signal transduction;Transcriptional regulation by RUNX2	RNA	Endogenous	02	0.823319821066808	0
HGF	HGF	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;Interleukin-4 and Interleukin-13 signaling;MAPK family signaling cascades;Platelet activation, signaling and aggregation;Interleukin-7 signaling	RNA	Endogenous	02	0.923423158866031	0
HHIP	HHIP	All Probes;Signaling by Hedgehog	RNA	Endogenous	02	0.145767522061704	0
HLA-DOB	HLA-DOB	All Probes;MHC class II antigen presentation	RNA	Endogenous	02	0.720780763933648	0
HLA-DPB1	HLA-DPB1	All Probes;TCR signaling;MHC class II antigen presentation;Costimulation by the CD28 family;Interferon Signaling	RNA	Endogenous	02	0.921524480044755	0
